date,price,type
2023-08-03,84.77,Europe (€ per tonne)
2023-08-03,40.55,UK (£ per tonne)
2023-08-04,83.65,Europe (€ per tonne)
2023-08-04,41.23,UK (£ per tonne)
2023-08-05,83.65,Europe (€ per tonne)
2023-08-05,41.23,UK (£ per tonne)
2023-08-06,83.65,Europe (€ per tonne)
2023-08-06,41.23,UK (£ per tonne)
2023-08-07,82.68,Europe (€ per tonne)
2023-08-07,40.27,UK (£ per tonne)
2023-08-08,84.34,Europe (€ per tonne)
2023-08-08,40.53,UK (£ per tonne)
2023-08-09,83.95,Europe (€ per tonne)
2023-08-09,39.96,UK (£ per tonne)
2023-08-10,84.9,Europe (€ per tonne)
2023-08-10,39.76,UK (£ per tonne)
2023-08-11,86.73,Europe (€ per tonne)
2023-08-11,40.31,UK (£ per tonne)
